events_file_path,class_index
accordion/image_0001.bin,0
accordion/image_0002.bin,0
accordion/image_0003.bin,0
accordion/image_0004.bin,0
accordion/image_0005.bin,0
accordion/image_0007.bin,0
accordion/image_0008.bin,0
accordion/image_0009.bin,0
accordion/image_0010.bin,0
accordion/image_0011.bin,0
accordion/image_0012.bin,0
accordion/image_0015.bin,0
accordion/image_0016.bin,0
accordion/image_0017.bin,0
accordion/image_0018.bin,0
accordion/image_0019.bin,0
accordion/image_0021.bin,0
accordion/image_0022.bin,0
accordion/image_0023.bin,0
accordion/image_0024.bin,0
accordion/image_0025.bin,0
accordion/image_0026.bin,0
accordion/image_0028.bin,0
accordion/image_0029.bin,0
accordion/image_0030.bin,0
accordion/image_0031.bin,0
accordion/image_0034.bin,0
accordion/image_0035.bin,0
accordion/image_0036.bin,0
accordion/image_0037.bin,0
accordion/image_0038.bin,0
accordion/image_0039.bin,0
accordion/image_0040.bin,0
accordion/image_0041.bin,0
accordion/image_0043.bin,0
accordion/image_0045.bin,0
accordion/image_0046.bin,0
accordion/image_0047.bin,0
accordion/image_0048.bin,0
accordion/image_0049.bin,0
accordion/image_0051.bin,0
accordion/image_0052.bin,0
accordion/image_0054.bin,0
accordion/image_0055.bin,0
airplanes/image_0001.bin,1
airplanes/image_0002.bin,1
airplanes/image_0004.bin,1
airplanes/image_0005.bin,1
airplanes/image_0006.bin,1
airplanes/image_0007.bin,1
airplanes/image_0009.bin,1
airplanes/image_0010.bin,1
airplanes/image_0012.bin,1
airplanes/image_0013.bin,1
airplanes/image_0014.bin,1
airplanes/image_0015.bin,1
airplanes/image_0016.bin,1
airplanes/image_0017.bin,1
airplanes/image_0018.bin,1
airplanes/image_0019.bin,1
airplanes/image_0020.bin,1
airplanes/image_0021.bin,1
airplanes/image_0022.bin,1
airplanes/image_0023.bin,1
airplanes/image_0025.bin,1
airplanes/image_0026.bin,1
airplanes/image_0027.bin,1
airplanes/image_0028.bin,1
airplanes/image_0029.bin,1
airplanes/image_0033.bin,1
airplanes/image_0035.bin,1
airplanes/image_0036.bin,1
airplanes/image_0037.bin,1
airplanes/image_0038.bin,1
airplanes/image_0039.bin,1
airplanes/image_0041.bin,1
airplanes/image_0042.bin,1
airplanes/image_0043.bin,1
airplanes/image_0044.bin,1
airplanes/image_0045.bin,1
airplanes/image_0046.bin,1
airplanes/image_0047.bin,1
airplanes/image_0048.bin,1
airplanes/image_0049.bin,1
airplanes/image_0051.bin,1
airplanes/image_0052.bin,1
airplanes/image_0053.bin,1
airplanes/image_0054.bin,1
airplanes/image_0056.bin,1
airplanes/image_0057.bin,1
airplanes/image_0058.bin,1
airplanes/image_0059.bin,1
airplanes/image_0060.bin,1
airplanes/image_0061.bin,1
airplanes/image_0062.bin,1
airplanes/image_0063.bin,1
airplanes/image_0065.bin,1
airplanes/image_0069.bin,1
airplanes/image_0070.bin,1
airplanes/image_0071.bin,1
airplanes/image_0072.bin,1
